id,northing,easting,altitude,start,stop,sd1500,sd750
1789,6091987.87,452037.04,1444.47,951868800,1,1,0
1791,6107603.04,465782.34,1429.03,966384000,1,1,0
1793,6104832.02,464126.89,1432.28,949767552,1039803309,1,0
1794,6104842.12,465633.73,1424.82,950486400,1038931431,1,0
1795,6104830.61,467118.25,1419.92,949757417,1,1,0
1796,6104821.47,468624.41,1404.94,949761060,1039402602,1,0
1797,6108724.83,466377.86,1430.09,951091200,1039522041,1,0
1798,6107293.24,468623.3,1417.64,949762114,1,1,0
1799,6102238.68,464128.09,1420.14,975763350,1031676232,1,0
1800,6100895.37,469295.27,1411.48,950400000,1,1,0
1801,6094493.33,453640.66,1448.07,954028800,1,1,0
1802,6082757.23,461874.62,1400.39,921369600,1,1,0
1803,6107632.53,488096.83,1374.5,922579200,1,1,0
1804,6107496.58,489602.46,1372.66,922579200,1,1,0
1806,6091844.62,455126.61,1435.78,954115200,1,1,0
1807,6107575.56,486696.34,1378.63,922579200,1,1,0
1809,6093319.03,452837.21,1449.41,954028800,1,1,0
1817,6107428.17,467111.17,1423.57,966729600,1,1,0
1818,6108690.95,464789.03,1435.06,966729600,1,1,0
1819,6107414.99,464131.93,1435.58,966988800,1,1,0
1821,6104830.54,477619.3,1396.2,970099200,1,1,0
1822,6099630.27,450624.77,1488.83,1046274392,1,1,0
1824,6102238.68,464128.09,1420.14,1039534296,1,1,0
1828,6103534.29,469373.69,1415.03,983038879,1,1,0
1834,6103528.71,467877.86,1417.26,984240472,1,1,0
1849,6104821.47,468624.41,1404.94,1042323229,1,1,0
1850,6104837.48,465634.74,1414.89,1042317333,1,1,0
1851,6108724.83,466377.86,1430.09,1042317197,1,1,0
1853,6078857.33,456625.98,1396.57,1052655178,1,1,0
1854,6113923.33,467875.11,1427.43,1065204414,1,1,0
1860,6123002.41,489635.73,1371.23,1116768263,1,1,0
1861,6123009.86,491116.41,1368.98,1116768081,1,1,0
1871,6103539.72,475380.21,1379.75,1170799583,1,1,0
1873,6097029.27,476121.81,1400.37,1180710829,1,1,0
1875,6119117.1,502376.41,1353.29,1189289143,1,1,0
1876,6108728.86,473869.27,1403.41,1196115238,1,1,0
1877,6098340.23,478375.6,1392.99,1196194388,1,1,0
1878,6109992.49,471609.37,1411.47,1194818783,1,1,0
1879,6115225.16,477630.81,1394.95,1196100349,1,1,0
1880,6112631.34,474621.29,1403.05,1195920247,1,1,0
1881,6113913.91,473873.48,1404.69,1196014150,1,1,0
1885,6073654.68,477624.93,1375.77,1241890123,1,1,0
1570,6115222.57,449871.66,1582.36,873676800,1,0,1
1574,6114579.39,449497.37,1584.89,873676800,1,0,1
1622,6114570.33,450246.21,1577.88,873676800,1,0,1
1625,6113963.05,449126.49,1580.96,873763200,1,0,1
1627,6114581.29,448748.46,1587.49,873676800,1,0,1
1760,6115869.18,450997.88,1572.71,901670400,1,0,1
1761,6115870.55,450249.22,1580.46,901670400,1,0,1
1762,6115870.5,449499.32,1586.36,906249600,1,0,1
1763,6114570.52,452497.02,1555.22,904003200,1,0,1
1764,6114576.09,450992.16,1570.21,901584000,1,0,1
1765,6114571.08,451747.36,1563.11,901584000,1,0,1
1766,6115217.09,452874.51,1554.34,904003200,1,0,1
1767,6115868.46,451749.64,1565.91,901670400,1,0,1
1768,6115872.86,453248.43,1552.25,904003200,1,0,1
1769,6115219.35,451375.4,1566.27,901584000,1,0,1
1770,6115867.97,452501.48,1558.68,904003200,1,0,1
1771,6114571.23,453244.93,1547.9,904003200,1,0,1
1772,6114574.13,453997.11,1540.84,908582400,1,0,1
1773,6113922.5,450615.5,1570.32,901584000,1,0,1
1774,6113920.77,452124.61,1555.54,904003200,1,0,1
1775,6113923.5,453624.65,1541.61,908582400,1,0,1
1776,6116522.42,452119.13,1563.55,904003200,1,0,1
1777,6116516.36,450627.76,1576.67,901670400,1,0,1
1788,6115235.12,448372.27,1584.46,1028288013,1,0,1
1790,6112630.42,448372.98,1584.75,1028833989,1,0,1
1810,6113273.93,452496.46,1549.28,936662400,1,0,1
1811,6113274,450246.47,1570.42,934243200,1,0,1
1812,6113268.8,449496.32,1574.9,936662400,1,0,1
1813,6113281.54,450995.61,1562.54,936576000,1,0,1
1814,6113274.31,453245.85,1543.1,936748800,1,0,1
1815,6113270.73,453995.97,1537.64,936748800,1,0,1
1816,6113256.66,451751.61,1555.36,936662400,1,0,1
1823,6112628.86,452875.02,1544.41,999605110,1,0,1
1825,6112629.24,451364.24,1557.45,999605110,1,0,1
1826,6112620.94,449872.38,1570.39,978724822,1,0,1
1827,6113220.04,448844.99,1581.54,978461666,1,0,1
1829,6113276.66,448004.34,1581.89,991087586,1,0,1
1830,6114570.32,447950.58,1592.61,998856327,1,0,1
1831,6113278.53,447257.06,1584.94,991087586,1,0,1
1832,6113922.05,447630.1,1589.99,991087585,1,0,1
1833,6114573.79,447249.53,1596.67,991082997,1,0,1
1838,6111976.08,453259.19,1538.53,998863567,1,0,1
1839,6111975.54,451007.64,1556.61,999605110,1,0,1
1840,6111972.41,452501,1545.07,999361582,1,0,1
1841,6111975.35,449498.84,1566.95,999605110,1,0,1
1842,6111315.38,450627.78,1555.88,998863567,1,0,1
1843,6111322,452123.72,1544.15,998877162,1,0,1
1844,6111962.67,450252.44,1562.08,999533712,1,0,1
1845,6111970.53,451751.58,1551.61,999603661,1,0,1
